category,text
business,Continental 'may run out of cash'
business,Shares in Continental Airlines have tumbled after the firm warned it could run out of cash.
business,"In a filing to US regulators the airline warned of ""inadequate liquidity"" if it fails to reduce wage costs by $500m by the end of February. Continental also said that, if it did not make any cuts, it expects to lose ""hundreds of millions of dollars"" in 2005 in current market conditions. Failure to make cutbacks may also push it to reduce its fleet, the group said. Shares in the fifth biggest US carrier had fallen 6.87% on the news to $10.44 by 1830 GMT. ""Without the reduction in wage and benefit costs and a reasonable prospect of future profitability, we believe that our ability to raise additional money through financings would be uncertain,"" Continental said in its filing to the US Securities and Exchange Commission (SEC)."
business,"Airlines have faced tough conditions in recent years, amid terrorism fears since the 11 September World Trade Centre attack in 2001. But despite passengers returning to the skies, record-high fuel costs and fare wars prompted by competition from low cost carriers have taken their toll. Houston-based Continental now has debt and pension payments of nearly $984m which it must pay off this year. The company has been working to streamline its operations - and has managed to save $1.1bn in costs without cutting jobs. Two weeks' ago the group also announced it would be able to shave a further $48m a year from its costs with changes to wage and benefits for most of its US-based management and clerical staff."
business,Mixed Christmas for US retailers
business,US retailers posted mixed results for December - with luxury retailers faring well while many others were forced to slash prices to lift sales.
business,"Upscale department store Nordstrom said same store sales were 9.3% higher than during the same period last year. Trendy youth labels also sold well, with sales jumping 28% at young women's clothing retailer Bebe Stores and 32.2% at American Eagle Outfitters. But Wal-Mart only saw its sales rise after it cut prices. The company saw a 3% rise in December sales, less than the 4.3% rise seen a year earlier."
business,Customers at the world's biggest retailer are generally seen to be the most vulnerable to America's economic woes.
business,"Commentators claim many have cut back on spending amid uncertainty over job security, while low and middle-income Americans have reined in spending in the face of higher gasoline prices. Analysts said Wal-Mart faced a ""stand-off"" with shoppers, stepping up its discounts as the festive season wore on, as consumers waited longer to get the best bargains. However, experts added that if prices had not been cut across the sector, Christmas sales - which account for nearly 23% of annual retail sales - would have been far worse. ""So far, we are faring better than expected, but the results are still split,"" Ken Perkins, an analyst at research firm RetailMetrics LLC, told Associated Press. ""Stores that have been struggling over the last couple of months appear to be continuing that trend. And for stores that have been doing well over the last several months, December was a good month."" Overall, December sales are forecast to rise by 4.5% to $220bn - less than the 5.1% increase seen a year earlier."
business,"One discount retailer to fare well in December was Costco Wholesale, which continued a recent run of upbeat results with a better-than-expected 8% jump in same store sales. However, the losers were many and varied. Home furnishings store Pier 1 Imports saw its same store sales sink by a larger-than-forecast 8.8% as it battled fierce competition. Leading electronics chain Best Buy, meanwhile, missed its sales target of a 3-5% rise in sales, turning in a 2.5% increase over the Christmas period. Accessory vendor Claire's Stores also suffered as an expected last minute shopping rush never materialised, leaving its same store sales 5% higher, compared to a 6% rise last year. Jeweller Zale also felt little Christmas cheer with December sales down 0.7% on the same month last year. ""This was not a good period for retailers or shoppers. We saw a dearth of exciting, new items,"" Kurt Barnard, president of industry forecaster Retail Consulting Group, said. However, one beneficiary of the desertion of the High Street is expected to be online stores. According to a survey by Goldman Sachs & Co, Harris Interactive and Neilsen/Net Ratings sales surged 25% over the holiday season to $23.2bn."
business,Steady job growth continues in US
business,"The US created fewer jobs than expected in December, but analysts said that the dip in hiring was not enough to derail the world's biggest economy."
business,"According to Labor Department figures, 157,000 new jobs were added last month. That took 2004's total to 2.2 million, the best showing in five years. Job creation was one of last year's main concerns for the US economy. While worries still remain, the conditions are set for steady growth in 2005, analysts said. The unemployment rate stayed at 5.4% in December, and about 200,000 jobs will need to be created each month if that figure is to drop."
business,"""It was a respectable report,"" said Michael Moran, analyst at Daiwa Securities."
business,"""Payroll growth in December was a little lighter than the consensus forecast, but we had upward revisions to the prior two months and an increase in manufacturing employment."" ""Manufacturing is a cyclical area of the economy and if it's showing job growth, it's a good indication that the economy is on a solid growth track."" That means that the Federal Reserve is likely to continue its policy of raising interest rates. The Fed lifted borrowing costs five times last year to 2.25%, citing evidence the US economic recovery was becoming more robust."
business,"Job creation was one of last year's main concerns for the US economy, and proved to be a main topic of debate in the US presidential election. While demand for workers is far from booming, the conditions are set for steady growth. ""Overall, compared to the previous year it looks great, it just keeps going stronger and stronger and I expect that to be the case"" in 2005, said Kurt Karl, economist at Swiss Re in New York. Meanwhile, economists cautioned against reading too much into data from the Federal Reserve showing an unexpected $8.7bn drop in consumer debt in November. A fall in consumer spending, which makes up about two-thirds of all US economic activity, could help limit the extent of any future interest rate rises. But economists said there could be a number of reasons for a fall in the borrowing, which include credit cards and personal loans, while noting that such figures can vary on a month-to-month basis."
business,Barclays shares up on merger talk
business,Shares in UK banking group Barclays have risen on Monday following a weekend press report that it had held merger talks with US bank Wells Fargo.
business,"A tie-up between Barclays and California-based Wells Fargo would create the world's fourth biggest bank, valued at $180bn (£96bn). Barclays has declined to comment on the report in the Sunday Express, saying it does not respond to market speculation. The two banks reportedly held talks in October and November 2004."
business,"Barclays shares were up 8 pence, or 1.3%, at 605 pence by late morning in London on Monday, making it the second biggest gainer in the FTSE 100 index. UK banking icon Barclays was founded more than 300 years ago; it has operations in over 60 countries and employs 76,200 staff worldwide. Its North American divisions focus on business banking, whereas Wells Fargo operates retail and business banking services from 6,000 branches. In 2003, Barclays reported a 20% rise in pre-tax profits to £3.8bn, and it has recently forecast similar gains in 2004, predicting that full year pre-tax profits would rise 18% to £4.5bn. Wells Fargo had net income of $6.2bn in its last financial year, a 9% increase on the previous year, and revenues of $28.4bn. Barclays was the focus of takeover speculation in August, when it was linked to Citigroup, though no bid has ever materialised. Stock market traders were sceptical that the latest reports heralded a deal. ""The chief executive would be abandoning his duty if he didn't talk to rivals, but a deal doesn't seem likely,"" Reuters quoted one trader as saying."
business,UK Coal plunges into deeper loss
business,Shares in UK Coal have fallen after the mining group reported losses had deepened to £51.6m in 2004 from £1.2m.
business,"The UK's biggest coal producer blamed geological problems, industrial action and ""operating flaws"" at its deep mines for its worsening fortunes. The South Yorkshire company, led by new chief executive Gerry Spindler, said it hoped to return to profit in 2006. In early trade on Thursday, its shares were down 10% at 119 pence. UK Coal said it was making ""significant progress"" in shaking up the business. It had introduced new wage structures, a new daily maintenance regime for machinery at its mines and methods to continue mining in adverse conditions. The company said these actions should ""significantly uplift earnings"". It expected 2005 to be a ""transitional year"" and to return to profitability in 2006."
business,"The recent rise in coal prices has failed to benefit the company as most of its output had already been sold, it said. Total production costs were £1.30 per gigajoule, UK Coal said, but the average selling price was just £1.18 per gigajoule. ""We have a long journey ahead to fix these issues. We continue to make progress and great strides have already been made,"" said Mr Spindler. UK Coal operates 15 deep and surface mines across Nottinghamshire, Derbyshire, Leicestershire, Yorkshire, the West Midlands, Northumberland and Durham."
business,Chinese exports rise 25% in 2004
business,Exports from China leapt during 2004 over the previous year as the country continued to show breakneck growth.
business,"The spurt put China's trade surplus - a sore point with some of its trading partners - at a six-year high. It may also increase pressure on China to relax the peg joining its currency, the yuan, with the weakening dollar. The figures released by the Ministry of Commerce come as China's tax chief confirmed that growth had topped 9% in 2004 for the second year in a row. State Administration of Taxation head Xie Xuren said a tightening of controls on tax evasion had combined with the rapid expansion to produce a 25.7% rise in tax revenues to 2.572 trillion yuan ($311bn; £165bn)."
business,"According to the Ministry of Commerce, China's exports totalled $63.8bn in December, taking the annual total up 35.4% to $593.4bn. With imports rising a similar amount, the deficit rose to $43.4bn. The increased tax take comes despite healthy tax rebates for many exporters totalling 420bn yuan in 2004, according to Mr Xie. China's exporting success has made the trade deficit of the United States soar even further and made trade with China a sensitive political issue in Washington. The peg keeping the yuan around 8.30 to the dollar is often blamed by US lawmakers for job losses at home. A US report issued on Tuesday on behalf of a Congressionally-mandated panel said almost 1.5 million posts disappeared between 1989 and 2003. The pace accelerated in the final three years of the period, said the report for the US-China Economic and Security Review Commission, moving out of labour-intensive industries and into more hi-tech sectors. The US's overall trade deficit with China was $124bn in 2003, and is expected to rise to about $150bn for 2004."
business,Karachi stocks hit historic high
business,"The Karachi Stock Exchange (KSE) has recorded its largest single day gain, surging 3.5% to a new high."
business,"The index rose 225.79 points in four hours of furious trading, with many investors optimistic that political stability could bring an economic boom. The KSE index closed at 6709.93 - an overall gain of nearly 400 points in the first two trading days of the week. Energy and telecommunication stocks performed particularly well, recording an 8%-10% rise since Monday morning."
business,"In 2002, the KSE was the world's best performing stock market, with the index rising 112%."
business,"Pakistani investors are expecting the KSE to repeat, if not improve on, its 2002 performance. Jubilant investors danced on the streets as the market closed for the day on Tuesday, confident that the boom will continue at least until the public holiday on 22 January. Others, however, who had stayed out fearing an imminent collapse because of prices overheating, continued to warn that the ""bubble may burst any time"". ""That's rubbish,"" KSE chairman Yaseen Lakhani told the BBC News website. ""Whenever the market reflects Pakistan's true economic reality, it is described as a bubble."" Mr Lakhani feels that the market has risen on the basis of solid economic growth and its current level rests on sound foundations."
business,"Market analysts are inclined to agree with Mr Lakhani, arguing that there are a number of major factors behind the KSE's performance. Analysts argue that a steady improvement in Pakistan's credit ratings by international credit rating agencies has finally begun to register in the market. Standard & Poor's upgraded Pakistan a few weeks ago. There are indications of yet another upgrade by the end of February."
business,"Then, say analysts, there is corporate profitability in the current fiscal year, which has gone up by 27% from last year. ""Coupled with the 7% GDP growth expected by June this year, I am least surprised at the market's performance,"" says Mr Lakhani. One leading Karachi broker said the real reasons may be political. ""If you file a $1.3 trillion case against Saudi money after 9/11, Arab money will not go to the US any more."" A lot of Arab money, he says, has already gone to Malaysia and Indonesia. Pakistanis are now hoping that energy and telecoms, two of the strongest sectors in Pakistan, draw some of the Arab money to the KSE."
business,"Locally, too, say analysts, recent political developments have worked to the market's advantage."
business,"An anti-Musharraf campaign threatened by the MMA, a countrywide alliance of religious parties, has fizzled out. The release of Asif Zardari, former Prime Minister Benazir Bhutto's husband, has eased political tensions between the military-backed government and the opposition Pakistan People's Party. Most importantly, say analysts, the failure of talks between India and Pakistan on the Baglihar dam in Indian-administered Kashmir has not automatically led to heightened tensions. This, they say, indicates that neither country is interested in raising the temperature at this stage, irrespective of the state of their disagreements. The market is abuzz with speculation that substantial investment may now start to flow in from the US, a country seen locally as deeply interested in defusing tensions between the South Asian neighbours. ""You can call it a peace dividend,"" smiles one broker. ""Let us see how long one can reap its benefits."""
business,US trade gap ballooned in October
business,"The US trade deficit widened by more than expected in October, hitting record levels after higher oil prices raised import costs, figures have shown"
business,"The trade shortfall was $55.5bn (£29bn), up 9% from September, the Commerce Department said. That pushed the 10 month deficit to $500.5bn. Imports rose by 3.4%, while exports increased by only 0.6%. A weaker dollar also increased the cost of imports, though this should help drive export demand in coming months. ""Things are getting worse, but that's to be expected,"" said David Wyss of Standard & Poor's in New York. ""The first thing is that when the dollar goes down, it increases the price of imports. ""We are seeing improved export orders. Things seem to be going in the right direction."""
business,"Despite this optimism, significant concerns remain as to how the US will fund its trade and budget deficits should they continue to widen. Another problem highlighted by analysts was the growing trade gap with China, which has been accused of keeping its currency artificially weak in order to boost exports. The US imported almost $20bn worth of goods from China during October, exporting a little under $3bn. ""It seems the key worry that has existed in the currency market still remains,"" said Anthony Crescenzi, a bond strategist at Miller Tabak in New York. The trade deficit and the shortfall with China ""are big issues going forward"". The Commerce Department figures caused the dollar to weaken further despite widespread expectations that the Federal Reserve will raise interest rates for a fifth time this year. Borrowing costs are tipped to rise by a quarter of a percentage point to 2.25% at a Fed meeting later on Tuesday."
business,Saudi ministry to employ women
business,"Women will be employed in Saudi Arabia's foreign ministry for the first time this year, Foreign Minister Prince Saud Al-Faisal has been reported as saying."
business,"The move comes as the conservative country inches open the door to working women. Last year, Crown Prince Abdullah, the de-facto ruler, told government departments to put plans in place for employing women. But progress has been slow, reports from the country say."
business,"Earlier this week, the local Arab News said Labour Minister Ghazi al-Gosaibi had ""caused uproar"" when he said his ministry was having difficulty hiring women because they demanded segregated offices. The newspaper said many Saudi women found his explanation ""a pitiful excuse for not employing women"". Women now make up more than half of all graduates from Saudi universities but only 5% of the workforce. ""Our educational reforms have created a new generation of highly-educated and professionally trained Saudi women who are acquiring their rightful position in Saudi society,"" Arab News quoted Prince Saud as saying. ""I am proud to mention here that this year we shall have women working in the Ministry of Foreign Affairs for the first time."""
business,US prepares for hybrid onslaught
business,"Sales of hybrid cars in the US are set to double in 2005, research suggests."
business,"Research group JD Power estimates sales will hit 200,000 in 2005, despite higher prices and customer scepticism. Carmakers are starting to build hybrid sports utility vehicles (SUVs), the four-wheel-drive vehicles which now dominate the US car market. Hybrids cut both petrol consumption and emissions by combining a petrol engine with an electric motor constantly kept charged by extra engine power. Several jurisdictions, notably the state of California, mandate low emissions for new cars. Equally, the rise in oil prices over the past year has sparked hopes that consumers may be tempted by potential savings of a few hundred dollars a year on fuel."
business,"At the Detroit Motor Show, a range of manufacturers are prominently displaying their hybrid credentials. Toyota has led the market to date with the Prius, popularised by a number of celebrities keen to burnish their ""green"" credentials. In April it will launch a hybrid version of its Highlander SUV, with an SUV from its luxury Lexus marque due later in the year."
business,"Honda has three hybrids on the market, and between them the two Japanese carmakers sold more than 80,000 units last year. Ford, which has sold 4,000 of its first hybrid since its launch in August, is bringing a hybrid SUV - the Mariner - to market a year ahead of schedule, with plans for three more models by 2008. GM has a hybrid pickup on the market and is showing two concept SUVs in Detroit. Even sports car maker Porsche may join the race, although it insists it is still considering whether to hybridise its Cayenne SUV."
business,"Others remain more sceptical. Nissan has bought Toyota's hybrid technology, but plans to bring out its first model only in 2006. ""We want to make sure we are not concentrating on one technology,"" Nissan chief executive Carlos Ghosn said. ""We will not be surprised by any acceleration or deceleration in the hybrid market."" Volkswagen, meanwhile, says it will focus on clean-burning diesel engines instead. And some watchers point out that the price tag on a hybrid - upwards of $3,000 above that of an equivalent normal-engined car, and suspicion of the technology - may still cool its attraction. ""The average consumers aren't willing to pay that premium for a car they won't drive more than six years,"" said Anthony Pratt from JD Power."
business,German economy rebounds
business,"Germany's economy, the biggest among the 12 countries sharing the euro, grew at its fastest rate in four years during 2004, driven by strong exports."
business,"Gross domestic product (GDP) rose by 1.7% last year, the statistical office said. The economy contracted in 2003. Foreign sales increased by 8.2% last year, compared with a 0.3% slide in private consumption. Concerns remain, however, over the strength of the euro, weak domestic demand and a sluggish labour market. The European Central Bank (ECB) left its benchmark interest rate unchanged at 2% on Thursday. It is the nineteenth month in a row that the ECB has not moved borrowing costs. Economists predict that an increase is unlikely to come until the second half of 2005, with growth set to sputter rather than ignite."
business,"""During 2004 we profited from the fact that the world economy was strong,"" said Stefan Schilbe, analyst at HSBC Trinkaus & Burkhardt. ""If exports weaken and domestic growth remains poor, we cannot expect much from 2005."" Many German consumers have been spooked and unsettled by government attempts to reform the welfare state and corporate environment. Major companies including Volkswagen, DaimlerChrysler and Siemens have spent much of 2004 in tough talks with unions about trimming jobs and costs. They have also warned there are more cost cutting measures on the horizon."
business,US Ahold suppliers face charges
business,US prosecutors have charged nine food suppliers with helping Dutch retailer Ahold inflate earnings by more than $800m (£428m).
business,"The charges have been brought against individuals as well as companies, alleging they created false accounts. Ahold hit the headlines in February 2003 after it emerged that there were accounting irregularities at its US subsidiary Foodservice. Three former Ahold top executives last year agreed to settle fraud charges."
business,"Ahold has admitted that it fraudulently inflated promotional allowances at Foodservice, improperly consolidated joint ventures and also committed other accounting errors and irregularities."
business,"The nine now charged, who worked as suppliers to Ahold, are accused of signing false documents relating to the amount of money they paid the retailer for promoting their products in its stores. Food companies pay supermarkets and retailers for prime shelf space. The suppliers in question are said to have inflated the amount of money they paid, providing auditors with signed letters that allowed Ahold to inflate its earnings. US Attorney David Kelley said he expects the nine vendors will plead guilty to the charges. He added that there may be more court actions in the future. ""I don't want to leave you with the impression that these were the only ones involved,"" he said. Among those facing charges are John Nettle, a former employee of General Mills; Mark Bailin of Rymer International Seafood; Tim Daly of Michael Foods and Kenneth Bowman, who worked as an independent contractor for Total Foods."
business,"Others include Michael Hannigan of Sugar Foods; Peter Marion of Maritime Seafood Processors and First Choice Foods; Gordon Redgate of Commodity Manager and Private Label Distribution; Bruce Robinson of Basic American Foods and Michael Rogers, formerly of Tyson Foods. Pasquale D'Amuro of the FBI called the nine vendors the key ingredients in ""the process of cooking the books"" at Ahold. At the time of the scandal, Ahold was seen by many as Europe's Enron. Ahold shares tumbled on the news and many market observers predicted that the fall out could damage investor confidence across Europe. It was less severe than many had envisaged, however, and since then Ahold has worked hard at rebuilding its reputation and investor confidence. Ahold is the world's fourth-largest supermarket chain. Its other US businesses include Stop & Shop, and Giant Food."
business,US retail sales surge in December
business,"US retail sales ended the year on a high note with solid gains in December, boosted by strong car sales."
business,"Seasonally adjusted sales rose 1.2% in the month, compared to 0.1% a month earlier, boosted by a surge in shopping just before and after Christmas. Sales climbed 8% for the year, the best performance since an 8.5% rise in 1999, the Commerce Department added. The gains were led by a 4.3% jump in auto sales as dealers used enhanced offers to get cars out of showrooms. Dealers were forced to cut prices in December to maintain sales growth in a tough quarter when the usual end-of-year holiday sales boom was slow to get started."
business,"The increase in sales during December pushed total spending for the month to $349.4bn (£265.9bn). Sales for the year also broke through the $4 trillion mark for the first time - with annual sales coming in at $4.06 trillion However, if automotives are excluded from December's data, retail sales rose just 0.3% on the month. Home furnishings and furniture stores also performed well, rising 2.2%. But as well as hitting the shops, more US consumers were going online or using mail order for their purchases - with non-store retailers seeing sales rise by 1.9%. However, analysts said that the strong figures were unlikely to put the Federal Reserve Bank off its current policy of measured interest rate rises. ""Consumers for now remain willing to spend freely, sustaining the US expansion. Given that attitude, the Fed remains likely to continue boosting the Fed funds rate at upcoming meetings,"" UBS economist Maury Harris told Reuters."
business,"Retail sales are seen as a major part of consumer spending - which in turn makes up two-thirds of economic output in the US. Consumer spending has been picking up in recent years after slumping during 2001 and 2002 as the country battled to recover from its first recession of the decade and the World Trade Centre attacks. During that time, sales grew a lacklustre 2.9% in 2001 and 2.5% a year later. Looking ahead, analysts now expect improvement in jobs growth to feed through to the High Street with consumer spending remaining strong. The belief comes despite the latest labor department report showing a surprise rise in unemployment. The number of Americans filing initial jobless claims jumped to 367,000, the highest rate since September. However, long-term claims slipped to their lowest level since 2001."
business,McDonald's boss Bell dies aged 44
business,"Charlie Bell, the straight-talking former head of fast-food giant McDonald's, has died of cancer aged 44."
business,"Mr Bell was diagnosed with colorectal cancer in May last year, a month after taking over the top job. He resigned in November to fight the illness. Joining the company as a 15-year-old part-time worker, Mr Bell quickly moved through its ranks, becoming Australia's youngest store manager at 19. A popular go-getter, he is credited with helping revive McDonald's sales. Mr Bell leaves a wife and daughter. ""As we mourn his passing, I ask you to keep Charlie's family in your hearts and prayers,"" chief executive James Skinner said in a statement. ""And remember that in his abbreviated time on this earth, Charlie lived life to the fullest."" ""No matter what cards life dealt, Charlie stayed centred on his love for his family and for McDonald's."""
business,"After running the company's Australian business in the 1990s, Mr Bell moved to the US in 1999 to run operations in Asia, Africa and the Middle East. In 2001, he took over the reins in Europe, McDonald's second most important market. He became chief operating officer and president in 2002. Mr Bell took over as chief executive after his predecessor as CEO, Jim Cantalupo, died suddenly of a heart attack in April. Having worked closely with Mr Cantalupo, who came out of retirement to turn McDonald's around, Mr Bell focused on boosting demand at existing restaurants rather than follow a policy of rapid expansion. He had promised not to let the company get ""fat, dumb and happy,"" and, according to Reuters, once told analysts that he would shove a fire hose down the throat of competitors if he saw them drowning. Mr Bell oversaw McDonald's ""I'm lovin' it"" advertising campaign and introduced successes such as McCafe, now the biggest coffee shop brand in Australia and New Zealand. Colleagues said that Mr Bell was proud of his humble beginnings, helping out behind cash tills and clearing tables when visiting restaurants."
business,US industrial output growth eases
business,"US industrial production continued to rise in November, albeit at a slower pace than the previous month."
business,"The US Federal Reserve said output from factories, mines and utilities rose 0.3% - in line with forecasts - from a revised 0.6% increase in October. Analysts added that if the carmaking sector - which saw production fall 0.5% - had been excluded the data would have been more impressive. The latest increase means industrial output has grown 4.2% in the past year. Many analysts were upbeat about the prospects for the US economy, with the increase in production coming on the heels of news of a recovery in retail sales. ""This is very consistent with an economy growing at 3.5 to 4.0%. It is congruent with job growth and consumer optimism,"" Comerica chief economist David Littman said of the figures."
business,"The US economy grew at a respectable annual rate of 3.7% in the three months between July and September, while jobs growth averaged 178,000 during the same period. While the employment figures are not spectacular, experts believe they are enough to whittle away at America's 5.4% jobless rate. A breakdown of the latest production figures shows mining output drove the increase, surging 2.1%, while factory output rose 0.3%. But utility output dropped 1.4%. Meanwhile, the amount of factory capacity in use during the month rose to 77.6% - its highest level since May 2001. ""Many investors think that product market inflation won't be a problem until the utilisation rates are at 80% or higher,"" Cary Leahy, senior US economist at Deutsche Bank Securities, said. ""So there is still a lot of inflation-fighting slack in the manufacturing sector,"" ""Overall I'd say manufacturing at least away from autos continues to improve and I would bet that it improves at a faster rate in coming months given how lean inventories are,"" Citigroup senior economist Steven Wieting added."
business,'Golden economic period' to end
business,"Ten years of ""golden"" economic performance may come to an end in 2005 with growth slowing markedly, City consultancy Deloitte has warned."
business,"The UK economy could suffer a backlash from the slowdown in the housing market, triggering a fall in consumer spending and a rise in unemployment. Deloitte is forecasting economic growth of 2% this year, below Chancellor Gordon Brown's forecast of 3% to 3.5%. It also believes that interest rates will fall to 4% by the end of the year."
business,"In its quarterly economic review, Deloitte said the UK economy had enjoyed a ""golden period"" during the past decade with unemployment falling to a near 30 year low and inflation at its lowest since the 1960s."
business,"But it warned that this growth had been achieved at the expense of creating major ""imbalances"" in the economy. Deloitte's chief economic advisor Roger Bootle said: ""The biggest hit of all is set to come from the housing market which has already embarked on a major slowdown. ""Whereas the main driver of the economy in recent years has been robust household spending growth, this is likely to suffer as the housing market slowdown gathers pace."""
business,"Economic growth is likely to be constrained during the next few years by increased pressure on household budgets and rising taxes, Deloitte believes. Gordon Brown will need to raise about $10bn a year in order to sustain the public finances in the short term, the firm claims. This will result in a marked slowdown in growth in 2005 and 2006 compared to last year, when the economy expanded by 3.25%. However, Deloitte stressed that the slowdown was unlikely to have any major impact on retail prices while it expected the Bank of England to respond quickly to signs of the economy faltering. It expects a series of ""aggressive"" interest rate cuts over the next two years, with the cost of borrowing falling from its current 4.75% mark to 3.5% by the end of 2006. ""Although 2005 may not be the year when things go completely wrong, it will probably mark the start of a more difficult period for the UK economy,"" Mr Bootle."
business,Industrial output falls in Japan
business,"Japanese industrial output fell in October while unemployment rose, casting further doubt on the strength of the country's economic recovery."
business,"Production dropped 1.6% in October, reflecting a decline in exports, while unemployment levels edged up 0.1% to 4.7%, slightly higher than forecast. The economy has grown for six quarters but growth slowed dramatically in the last quarter amid weaker global demand. Japan's government remains optimistic due to strong domestic demand."
business,Analysts had been forecasting a 0.1% rise in month on month industrial output.
business,"According to figures from the Ministry of Economy, Trade and Industry (METI), the decline was led by a fall in demand for electronic parts for mobile phones and digital televisions. Although inventories fell 0.7% month on month, they were 36% higher than a year ago. ""It's a sign that the economy's adjustment phase is stronger than expected,"" said Takashi Yamanaka, an economist with UFJ Bank. Japan downgraded its overall economic assessment earlier this month for the first time in a year."
business,"Growth slowed to 0.3% in the quarter ending September 30, down from 6.3% in the first quarter of 2004. Experts believe the economy -which stagnated for most of the 1990s -may be entering a softer patch on the back of rising oil prices and the falling dollar. Japanese government officials played down the latest data, arguing that domestic consumer demand was still resilient. ""The outlook for November is positive so I don't think one can say that conditions have worsened just because of the fall in October,"" said a METI official. Despite the rise in unemployment, jobless figures are still some way below historical highs of recent years. The comparatively weak economic date preyed on shares with the Nikkei down 1% in afternoon trade."
business,Jobs go at Oracle after takeover
business,"Oracle has announced it is cutting about 5,000 jobs following the completion of its $10.3bn takeover of its smaller rival Peoplesoft last week."
business,"The company said it would retain more than 90% of Peoplesoft product development and product support staff. The cuts will affect about 9% of the 55,000 staff of the combined companies. Oracle's 18-month fight to acquire Peoplesoft was one of the most drawn-out and hard-fought US takeover battles of recent times. The merged companies are set to be a major force in the enterprise software market, second only in size to Germany's SAP."
business,"In a statement, Oracle said it began notifying staff of redundancies on Friday and the process would continue over the next 10 days. ""By retaining the vast majority of Peoplesoft technical staff, Oracle will have the resources to deliver on the development and support commitments we have made to Peoplesoft customers over the last 18 months,"" Oracle's chief executive Larry Ellison said in a statement."
business,"Correspondents say 6,000 job losses had been expected - and some suggest more cuts may be announced in future. They say Mr Ellison may be trying to placate Peoplesoft customers riled by Oracle's determined takeover strategy. Hours before Friday's announcement, there was a funereal air at Peoplesoft's headquarters, reported AP news agency. A Peoplesoft sign had been turned into shrine to the company, with flowers, candles and company memorabilia. ""We're mourning the passing of a great company,"" the agency quoted Peoplesoft worker David Ogden as saying. Other employees said they would rather be sacked than work for Oracle. ""The new company is going to be totally different,"" said Anil Aggarwal, Peoplesoft's director of database markets. ""Peoplesoft had an easygoing, relaxed atmosphere. Oracle has an edgy, aggressive atmosphere that's not conducive to innovative production."" On the news, Oracle shares rose 15 cents - 1.1% - on Nasdaq. In after-hours trading the shares did not move."
business,Beijingers fume over parking fees
business,Choking traffic jams in Beijing are prompting officials to look at reorganising car parking charges.
business,"Car ownership has risen fast in recent years, and there are now two and a half million cars on the city's roads. The trouble is that the high status of car ownership is matched by expensive fees at indoor car parks, making motorists reluctant to use them. Instead roads are being clogged by drivers circling in search of a cheaper outdoor option. ""The price differences between indoor and outdoor lots are unreasonable,"" said Wang Yan, an official from the Beijing Municipal Commission for Development and Reform quoted in the state-run China Daily newspaper. Mr Wang, who is in charge of collecting car parking fees, said his team would be looking at adjusting parking prices to close the gap. Indoor parking bays can cost up to 250% more than outdoor ones."
business,"Sports fans who drive to matches may also find themselves the target of the commission's road rage. It wants them to use public transport, and is considering jacking up the prices of car parks near sports grounds. Mr Wang said his review team may scrap the relatively cheap hourly fee near such places and impose a higher flat rate during matches. Indoor parking may be costly, but it is not always secure. Mr Wang's team are also going to look into complaints from residents about poor service received in exchange for compulsory monthly fees of up to 400 yuan ($48; £26). The Beijing authorities decided two years ago that visiting foreign dignitaries' motorcades should not longer get motorcycle outriders as they blocked the traffic. Unclogging Beijing's increasingly impassable streets is a major concern for the Chinese authorities, who are building dozens of new roads to create a showcase modern city ahead of the 2008 Olympic Games."
business,GM issues 2005 profits warning
business,General Motors has warned that it expects earnings this year be lower than in 2004.
business,"The world's biggest car maker is grappling with losses in its European business, and weak US sales. GM said higher healthcare costs in North America, and lower profits at its financial services subsidiary would hurt its performance in 2005. GM said it expects to meet its 2004 earnings targets ""despite a tough competitive environment""."
business,"GM, whose brands include Buick, Cadillac and Chevrolet in the US and Opel, Saab and Vauxhall in Europe, is due to reveal 2004 earnings on 19 January."
business,"It said it would deliver a shareholder payout of $6.0-$6.5 per share this year, as promised, but that next year's earnings per share would be lower, at between $4.0-$5.0. ""We're following a roadmap that we believe will deliver strong results,"" said GM chief executive Rick Waggoner. GM said it was expecting ""reduced financial losses"" in Europe in 2005. It is in the midst of cutting 12,000 jobs - one fifth of the European total - in a bid to cut costs. The biggest job losses are in Germany. Its vehicle businesses have gained market share in three out of four regions in 2004, achieving record profitability in Asia Pacific and returning to profit in Latin America, the Middle East and Africa. The car maker has diversified into financial services, and is extending the reach of General Motors Acceptance Corp (GMAC), which has said it may enter the home loans market. GMAC has been a strong contributor to profits in 2004 but GM said it will do less well this year, delivering net income of $2.5bn. ""Attaining earnings of $10 a share remains GM's goal,"" the company said, adding it believes it can achieve this in 2007."
business,US economy still growing says Fed
business,"Most areas of the US saw their economy continue to expand in December and early January, the US Federal Reserve said in its latest Beige Book report."
business,"Of the 12 US regions it identifies for the study, 11 showed stronger economic growth, with only the Cleveland area falling behind with a ""mixed"" rating. Consumer spending was higher in December than November, and festive sales were also up on 2003. The employment picture also improved, the Fed said."
business,"""Labour markets firmed in a number of districts, but wage pressures generally remained modest,"" the Beige Book said. ""Several districts reported higher prices for building materials and manufacturing inputs, but most reported steady or only slightly higher overall price levels."" The report added that residential real estate activity remained strong and that commercial real estate activity strengthened in most districts. ""Office leasing was especially brisk in Washington DC, and New York City, two of the nation's strongest commercial markets,"" the Fed said."
entertainment,Sundance to honour foreign films
